source_report,stock_id,stock_name,event_date,event_kind,pre_event_close,reference_price,opening_reference_price,ex_right_reference_price,rights_value,cash_value,combined_value,upper_limit,lower_limit,reduction_reason,detail_key,adjustment_factor,raw_path,raw_sha256,mops_match_status,mops_candidate_count,mops_match_method,mops_distribution_year_roc,mops_cash_per_old_share,mops_stock_dividend_value_per_old_share,mops_free_share_multiplier,mops_reference_error,subscription_match_status,subscription_pair_candidates,official_subscription_rate,official_subscription_price,official_shareholder_allocation_fraction,official_paid_dilution_rate,subscription_reference_error,subscription_rate_announcement_date,subscription_price_announcement_date,subscription_record_date,subscription_payment_start,subscription_payment_end,capital_increase_effective_date,new_share_delivery_date,subscription_settlement_match_status,ledger_status,ledger_block_reason,cash_per_old_share,share_multiplier,capital_contribution_per_old_share,economic_value_continuity_error,ledger_terms_source,total_return_eligible,share_semantics
TWT49U,2483,百容,2007-08-23,ex_dividend,21.7,20.5,20.5,20.5,0.0,1.1941,1.1941,21.9,19.1,,"2483,20070823",0.9447004608294931,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.1941,1.0,0.0,0.00590000000000046,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2495,普安,2007-08-23,ex_right_dividend,55.2,47.04,47.05,47.04,5.16,3.006317,8.166317,50.3,43.75,,"2495,20070823",0.8521739130434782,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,3.00632,1.00211,1.100211,0.3997002029610641,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.00632,1.100211,0.0,0.43975455999999724,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2536,宏普,2007-08-23,ex_right_dividend,33.7,31.23,31.25,31.23,0.37,2.1,2.47,33.4,29.05,,"2536,20070823",0.9267062314540059,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,2.1,0.1,1.01,0.05712871287128607,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.1,1.01,0.0,0.05770000000000408,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2547,日勝生,2007-08-23,ex_right_dividend,38.1,36.77,36.55,36.56,1.2,0.13,1.33,39.3,34.05,,"2547,20070823",0.9650918635170604,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,0.13,0.35,1.035,0.1259903381642502,reference_equation_no_match,0,,,,,,,,,,,,,not_applicable,blocked,paid_subscription_terms_missing,,,,,,False,actual_shares
TWT49U,3006,晶豪科,2007-08-23,ex_right_dividend,77.1,71.91,71.9,71.91,3.36,1.83,5.19,76.9,66.9,,"3006,20070823",0.9326848249027238,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,1.83,0.3,1.03,1.1676699029126212,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.83,1.03,0.0,1.202699999999993,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,9933,中鼎,2007-08-23,ex_right_dividend,24.9,22.96,22.95,22.96,0.62,1.32,1.94,24.55,21.4,,"9933,20070823",0.9220883534136547,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,1.32,0.21,1.021,0.13500489715964648,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.32,1.021,0.0,0.13784000000000063,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,9943,好樂迪,2007-08-23,ex_dividend,22.0,21.5,21.5,21.5,0.0,0.5,0.5,23.0,20.0,,"9943,20070823",0.9772727272727273,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,6289,華上,2007-08-24,ex_right_dividend,46.25,44.12,44.1,44.12,1.46,0.67867,2.13867,47.2,41.05,,"6289,20070824",0.9539459459459458,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,1210,大成,2007-08-27,ex_right_dividend,48.6,45.35,45.35,45.35,2.26,0.994001,3.254001,48.5,42.2,,"1210,20070827",0.9331275720164609,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,reference_equation,96.0,0.994,0.497,1.0497,0.002005334857578589,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.994,1.0497,0.0,0.00210499999999314,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2317,鴻海,2007-08-27,ex_right_dividend,282.5,229.76,230.0,229.76,49.74,3.0,52.74,245.5,214.0,,"2317,20070827",0.8133097345132743,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,3.0,2.0,1.2,3.1566666666666947,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.0,1.2,0.0,3.788000000000011,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2328,廣宇,2007-08-27,ex_right_dividend,105.5,100.73,100.5,100.73,4.38,0.398153,4.778153,107.5,93.7,,"2328,20070827",0.95478672985782,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,0.39815,0.39815,1.039815,0.3474512773906895,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.39815,1.039815,0.0,0.36128505000000644,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2428,興勤,2007-08-27,ex_right_dividend,47.0,41.93,41.95,41.93,4.18,0.89968,5.07968,44.85,39.0,,"2428,20070827",0.892127659574468,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,0.89968,0.89968,1.089968,0.36511325103121806,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.89968,1.089968,0.0,0.39796176000000116,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,3481,群創,2007-08-27,ex_right_dividend,143.0,136.9,137.0,136.9,5.91,0.1992,6.1092,146.0,127.5,,"3481,20070827",0.9573426573426573,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,0.1992,0.3984,1.03984,0.42958916756424514,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.1992,1.03984,0.0,0.44670399999998267,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2534,宏盛,2007-08-28,ex_dividend,26.35,23.05,23.05,23.05,0.0,3.3,3.3,24.65,21.45,,"2534,20070828",0.8747628083491461,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.3,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2850,新產,2007-08-28,ex_right,20.65,18.6,18.6,18.6,2.05,0.0,2.05,19.9,17.3,,"2850,20070828",0.9007263922518162,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,reference_equation,96.0,0.4,1.1,1.11,0.0036036036036009023,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.11,0.0,0.00399999999999423,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,6141,柏承,2007-08-28,ex_right_dividend,49.3,42.88,42.9,42.88,4.89,1.534689,6.424689,45.85,39.9,,"6141,20070828",0.8697768762677486,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,1.53469,1.02057,1.102057,0.4619596264077046,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.53469,1.102057,0.0,0.5091058399999966,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,9105,泰金寶-DR,2007-08-28,ex_dividend,10.45,10.25,10.25,10.25,0.0,0.2,0.2,10.95,9.54,,"9105,20070828",0.9808612440191389,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.2,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2403,友尚,2007-08-29,ex_right_dividend,30.0,27.64,27.65,27.64,1.48,0.881717,2.361717,29.55,25.75,,"2403,20070829",0.9213333333333333,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,2438,翔耀,2007-08-29,ex_right_dividend,11.25,10.63,10.65,10.63,0.32,0.3,0.62,11.35,9.89,,"2438,20070829",0.944888888888889,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,reference_equation,96.0,0.3,0.29999,1.029999,0.0010782826002717627,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.3,1.029999,0.0,0.0011106299999976699,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,3030,德律,2007-08-29,ex_right_dividend,73.9,60.54,60.5,60.54,12.16,1.2,13.36,64.7,56.4,,"3030,20070829",0.8192151556156968,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,1.2,1.8,1.18,1.0701694915254336,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.2,1.18,0.0,1.2628000000000128,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,6216,居易,2007-08-29,ex_right_dividend,38.6,35.72,35.7,35.72,1.9,0.98561,2.88561,38.2,33.25,,"6216,20070829",0.9253886010362694,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,0.98561,0.49278999999999995,1.049279,0.12784409103775118,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.98561,1.049279,0.0,0.13414412000000198,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1730,花仙子,2007-08-30,ex_dividend,15.4,14.6,14.6,14.6,0.0,0.8,0.8,15.6,13.6,,"1730,20070830",0.948051948051948,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.8,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,2401,凌陽,2007-08-30,ex_right_dividend,63.8,55.84,55.8,55.84,3.99,3.976204,7.966204,59.7,52.0,,"2401,20070830",0.8752351097178684,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,3.9762,0.49702999999999997,1.049703,1.1511679779899566,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.9762,1.049703,0.0,1.2083844799999923,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2543,皇昌,2007-08-30,ex_right,13.75,12.53,12.55,12.53,1.22,0.0,1.22,13.4,11.7,,"2543,20070830",0.9112727272727272,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,reference_equation,96.0,0.0,0.9728,1.09728,0.0009857101195684947,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.09728,0.0,0.001081600000000904,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2856,元富證,2007-08-30,ex_right_dividend,15.8,15.22,15.2,15.22,0.23,0.35,0.58,16.25,14.2,,"2856,20070830",0.9632911392405064,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
TWT49U,3003,健和興,2007-08-30,ex_right_dividend,34.35,31.22,31.2,31.22,1.64,1.494353,3.134353,33.4,29.05,,"3003,20070830",0.9088791848617176,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,1.5,0.5,1.05,0.06571428571428584,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.5,1.05,0.0,0.06900000000000261,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,4119,旭富,2007-08-30,ex_dividend,53.7,52.5,52.5,52.5,0.0,1.2,1.2,56.1,48.85,,"4119,20070830",0.9776536312849161,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,1.2,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,8072,陞泰,2007-08-30,ex_right_dividend,318.0,283.71,283.5,283.71,25.09,9.2,34.29,303.5,264.0,,"8072,20070830",0.8921698113207547,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200708.json.gz,132BAE6E5AB031F5D4C51394D418653871761072976E24FC4E67C6B2B91AF414,matched_unique,1,declared_cash_and_decision_year,96.0,9.2,0.8,1.08,2.2159259259259443,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,9.2,1.08,0.0,2.3932000000000357,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1609,大亞,2007-09-03,ex_right_dividend,12.05,11.51,11.5,11.51,0.35,0.19773,0.54773,12.3,10.75,,"1609,20070903",0.9551867219917012,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.19773,0.2966,1.02966,0.0008579531107368865,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.19773,1.02966,0.0,0.0008834000000010889,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,5522,遠雄,2007-09-03,ex_dividend,69.0,66.0,66.0,66.0,0.0,3.0,3.0,70.6,61.4,,"5522,20070903",0.9565217391304348,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.0,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1455,集盛,2007-09-04,ex_right_dividend,9.69,9.4,9.4,9.4,0.17,0.12,0.29,10.05,8.75,,"1455,20070904",0.9700722394220848,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.12,0.18,1.018,0.0007858546168950653,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.12,1.018,0.0,0.0007999999999999119,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2023,燁輝,2007-09-04,ex_right,15.05,14.61,14.6,14.61,0.44,0.0,0.44,15.6,13.6,,"2023,20070904",0.9707641196013288,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.7,0.3,1.03,0.0016504854368939448,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.03,0.0,0.001700000000001367,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2301,光寶科,2007-09-04,ex_right_dividend,51.4,47.09,47.1,47.09,1.03,3.28575,4.31575,50.3,43.8,,"2301,20070904",0.9161478599221791,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,declared_cash_and_decision_year,96.0,3.28575,0.06845,1.006845,0.6971469789292257,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,3.28575,1.006845,0.0,0.7019189499999925,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,4532,瑞智,2007-09-04,ex_right_dividend,14.25,13.53,13.55,13.53,0.42,0.3,0.72,14.45,12.6,,"4532,20070904",0.9494736842105262,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,declared_cash_and_decision_year,96.0,0.3,0.3,1.03,0.013689320388349913,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.3,1.03,0.0,0.014099999999999113,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1310,台苯,2007-09-05,ex_right_dividend,16.0,14.99,15.0,14.99,0.61,0.4,1.01,16.0,13.95,,"1310,20070905",0.936875,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.4,0.4,1.04,0.009999999999999787,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.4,1.04,0.0,0.010399999999998855,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2484,希華,2007-09-05,ex_right_dividend,27.6,25.88,25.9,25.88,0.99,0.73097,1.72097,27.65,24.1,,"2484,20070905",0.9376811594202897,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.7536,0.3768,1.03768,0.00844036697247219,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.7536,1.03768,0.0,0.008758399999994282,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2704,國賓,2007-09-05,ex_dividend,27.25,26.45,26.45,26.45,0.0,0.8,0.8,28.3,24.6,,"2704,20070905",0.9706422018348624,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,not_applicable,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.8,1.0,0.0,0.0,twse_twt49u_declared_cash,True,actual_shares
TWT49U,1419,新紡,2007-09-06,ex_right_dividend,23.9,23.46,23.45,23.46,0.19,0.25,0.44,25.1,21.85,,"1419,20070906",0.9815899581589959,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.25,0.08,1.008,0.0023015873015843624,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.25,1.008,0.0,0.0023199999999974352,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1808,潤隆,2007-09-06,ex_right_dividend,36.7,28.96,28.95,28.96,7.24,0.5,7.74,30.95,26.95,,"1808,20070906",0.7891008174386921,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.5,2.5,1.25,0.0,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.5,1.25,0.0,0.0,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2032,新鋼,2007-09-06,ex_right,28.95,27.81,28.95,28.95,1.14,0.0,1.14,30.95,25.9,,"2032,20070906",0.960621761658031,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,unique_stock_terms_in_decision_year,96.0,0.5,2.5,1.25,5.789999999999999,matched_unique,1,0.0800381218,17.0,0.765,0.10462499581699346,0.008150997173157037,2007-08-22,2007-08-22,2007-09-14,,,,,settlement_dates_missing,blocked,paid_subscription_settlement_timing_missing,,,,,,False,actual_shares
TWT49U,4906,正文,2007-09-06,ex_right_dividend,82.4,74.82,74.8,74.82,5.13,2.45658,7.58658,80.0,69.6,,"4906,20070906",0.9080097087378639,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,declared_cash_and_decision_year,96.0,2.45658,0.49131,1.049131,1.3796547618934198,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.45658,1.049131,0.0,1.4474385800000107,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,9944,新麗,2007-09-06,ex_right_dividend,40.7,38.09,38.1,38.09,1.92,0.699915,2.619915,40.75,35.45,,"9944,20070906",0.9358722358722359,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.69991,0.49993,1.049993,0.005577780042344216,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.69991,1.049993,0.0,0.005856629999996699,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,1235,興泰,2007-09-07,ex_right,22.45,20.4,20.4,20.4,2.05,0.0,2.05,21.8,19.0,,"1235,20070907",0.9086859688195991,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.0,1.0,1.1,0.009090909090907928,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.0,1.1,0.0,0.00999999999999801,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2509,全坤建,2007-09-07,ex_right_dividend,53.0,49.73,49.75,49.73,2.34,0.9364,3.2764,53.2,46.25,,"2509,20070907",0.9383018867924527,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,0.9364,0.4682,1.04682,0.005006973500698564,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,0.9364,1.04682,0.0,0.005241400000002727,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,2612,中航,2007-09-07,ex_right_dividend,124.0,110.9,111.0,110.9,11.1,2.0,13.1,118.5,103.5,,"2612,20070907",0.8943548387096775,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,reference_equation,96.0,2.0,1.0,1.1,0.009090909090900823,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.0,1.1,0.0,0.009999999999990905,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,3059,華晶科,2007-09-07,ex_right_dividend,71.6,57.88,57.9,57.88,10.81,2.910679,13.720679,61.9,53.9,,"3059,20070907",0.8083798882681565,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,declared_cash_and_decision_year,96.0,2.91067,1.45533,1.145533,2.082768423083401,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,2.91067,1.145533,0.0,2.385879959999997,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,5203,訊連,2007-09-07,ex_right_dividend,178.0,165.56,165.5,165.56,5.96,6.482388,12.442388,177.0,154.0,,"5203,20070907",0.9301123595505618,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,matched_unique,1,declared_cash_and_decision_year,96.0,6.48238,0.09972,1.009972,4.264133738361039,not_applicable,0,,,,,,,,,,,,,not_applicable,executable,,6.48238,1.009972,0.0,4.306655679999977,mops_t05st09sub_declared_dividend_terms,True,actual_shares
TWT49U,6119,大傳,2007-09-07,ex_right_dividend,15.7,14.42,14.4,14.42,0.79,0.496499,1.286499,15.4,13.45,,"6119,20070907",0.9184713375796179,data/raw/twse/corporate_actions/ex_right_dividend/2007/TWT49U_200709.json.gz,F815A323F2B68D5B9153CA8EB699F92DEF5FE299578DE428DD2C80EA21AA35AD,stock_not_found,0,,,,,,,not_applicable,0,,,,,,,,,,,,,not_applicable,blocked,official_free_share_terms_missing,,,,,,False,actual_shares
